code,fabricante_oficial,certificacion_calidad
770000400671,Bebidas del Valle,ISO-22000
770000400672,Global Foods,ISO-22000
770000400673,AgroProcesados,Sin Certificación
770000400674,Global Foods,Sin Certificación
770000400675,Bebidas del Valle,Sin Certificación
770000400676,AgroProcesados,ISO-22000
770000400677,Industrias BioFood,HACCP
770000400678,Bebidas del Valle,ISO-9001
770000400679,Industrias BioFood,ISO-9001
770000400680,NutriAlimentos Corp,ISO-22000
770000400681,Global Foods,ISO-9001
770000400682,Bebidas del Valle,ISO-14001
770000400683,NutriAlimentos Corp,HACCP
770000400684,Industrias BioFood,HACCP
770000400685,Global Foods,ISO-9001
770000400686,AgroProcesados,ISO-22000
770000400687,AgroProcesados,HACCP
770000400688,Global Foods,Sin Certificación
770000400689,NutriAlimentos Corp,ISO-9001
770000400690,Global Foods,HACCP
770000400691,Global Foods,ISO-9001
770000400692,AgroProcesados,ISO-9001
770000400693,AgroProcesados,ISO-9001
770000400694,AgroProcesados,Sin Certificación
770000400695,AgroProcesados,ISO-22000
770000400696,NutriAlimentos Corp,ISO-14001
770000400697,AgroProcesados,HACCP
770000400698,Global Foods,ISO-22000
770000400699,AgroProcesados,ISO-9001
770000400700,Industrias BioFood,Sin Certificación
770000400701,Bebidas del Valle,Sin Certificación
770000400702,Global Foods,HACCP
770000400703,Industrias BioFood,HACCP
770000400704,NutriAlimentos Corp,ISO-22000
770000400705,Global Foods,ISO-14001
770000400706,Bebidas del Valle,HACCP
770000400707,NutriAlimentos Corp,ISO-22000
770000400708,Global Foods,ISO-14001
770000400709,Global Foods,ISO-22000
770000400710,Global Foods,ISO-22000
770000400711,Industrias BioFood,HACCP
770000400712,AgroProcesados,Sin Certificación
770000400713,Global Foods,ISO-9001
770000400714,AgroProcesados,ISO-9001
770000400715,Bebidas del Valle,ISO-9001
770000400716,NutriAlimentos Corp,ISO-22000
770000400717,AgroProcesados,ISO-9001
770000400718,Global Foods,ISO-14001
770000400719,AgroProcesados,ISO-14001
770000400720,AgroProcesados,ISO-14001
770000400721,Bebidas del Valle,HACCP
770000400722,AgroProcesados,ISO-9001
770000400723,Bebidas del Valle,ISO-22000
770000400724,Global Foods,Sin Certificación
770000400725,Global Foods,ISO-22000
770000400726,Industrias BioFood,HACCP
770000400727,Industrias BioFood,Sin Certificación
770000400728,NutriAlimentos Corp,Sin Certificación
770000400729,NutriAlimentos Corp,HACCP
770000400730,Industrias BioFood,Sin Certificación
770000400731,Global Foods,ISO-14001
770000400732,Global Foods,ISO-22000
770000400733,Bebidas del Valle,ISO-14001
770000400734,NutriAlimentos Corp,Sin Certificación
770000400735,AgroProcesados,ISO-22000
770000400736,AgroProcesados,ISO-9001
770000400737,Industrias BioFood,Sin Certificación
770000400738,Bebidas del Valle,HACCP
770000400739,NutriAlimentos Corp,Sin Certificación
770000400740,NutriAlimentos Corp,ISO-22000
770000400741,Global Foods,ISO-14001
770000400742,Global Foods,ISO-14001
770000400743,AgroProcesados,Sin Certificación
770000400744,AgroProcesados,ISO-14001
770000400745,AgroProcesados,Sin Certificación
770000400746,NutriAlimentos Corp,ISO-9001
770000400747,Industrias BioFood,Sin Certificación
770000400748,Bebidas del Valle,ISO-22000
770000400749,Bebidas del Valle,ISO-14001
770000400750,Industrias BioFood,ISO-22000
770000400751,Global Foods,ISO-9001
770000400752,Global Foods,ISO-9001
770000400753,Global Foods,ISO-14001
770000400754,Global Foods,ISO-9001
770000400755,Global Foods,Sin Certificación
770000400756,Industrias BioFood,Sin Certificación
770000400757,Industrias BioFood,ISO-14001
770000400758,Global Foods,ISO-22000
770000400759,AgroProcesados,ISO-9001
770000400760,AgroProcesados,HACCP
770000400761,AgroProcesados,ISO-14001
770000400762,Industrias BioFood,ISO-22000
770000400763,Bebidas del Valle,Sin Certificación
770000400764,Bebidas del Valle,HACCP
770000400765,Bebidas del Valle,ISO-9001
770000400766,Global Foods,HACCP
770000400767,Global Foods,ISO-22000
770000400768,AgroProcesados,Sin Certificación
770000400769,AgroProcesados,ISO-14001
770000400770,NutriAlimentos Corp,ISO-14001
770000400771,Industrias BioFood,Sin Certificación
770000400772,Bebidas del Valle,Sin Certificación
770000400773,AgroProcesados,Sin Certificación
770000400774,Global Foods,HACCP
770000400775,Industrias BioFood,ISO-9001
770000500776,AgroProcesados,HACCP
770000500777,Industrias BioFood,HACCP
770000500778,NutriAlimentos Corp,ISO-22000
770000500779,Global Foods,ISO-14001
770000500780,Industrias BioFood,Sin Certificación
770000500781,AgroProcesados,ISO-22000
770000500782,Bebidas del Valle,ISO-14001
770000500783,Global Foods,Sin Certificación
770000500784,Global Foods,ISO-9001
770000500785,AgroProcesados,Sin Certificación
770000500786,Global Foods,Sin Certificación
770000500787,Bebidas del Valle,HACCP
770000500788,Industrias BioFood,ISO-9001
770000500789,AgroProcesados,HACCP
770000500790,Bebidas del Valle,ISO-9001
770000500791,NutriAlimentos Corp,ISO-9001
770000500792,Bebidas del Valle,Sin Certificación
770000500793,Global Foods,HACCP
770000500794,AgroProcesados,ISO-14001
770000500795,Global Foods,ISO-9001
770000500796,Bebidas del Valle,HACCP
770000500797,AgroProcesados,HACCP
770000500798,AgroProcesados,Sin Certificación
770000500799,Global Foods,ISO-14001
770000500800,NutriAlimentos Corp,HACCP
770000500801,AgroProcesados,Sin Certificación
770000500802,Global Foods,HACCP
770000500803,Global Foods,ISO-9001
770000500804,Industrias BioFood,Sin Certificación
770000500805,Industrias BioFood,ISO-9001
770000500806,Industrias BioFood,HACCP
770000500807,Global Foods,ISO-14001
770000500808,AgroProcesados,ISO-14001
770000500809,Bebidas del Valle,ISO-9001
770000500810,AgroProcesados,HACCP
770000500811,Bebidas del Valle,ISO-9001
770000500812,NutriAlimentos Corp,Sin Certificación
770000500813,AgroProcesados,ISO-9001
770000500814,Global Foods,ISO-22000
770000500815,NutriAlimentos Corp,HACCP
770000500816,NutriAlimentos Corp,ISO-14001
770000500817,Global Foods,Sin Certificación
770000500818,NutriAlimentos Corp,ISO-9001
770000500819,Bebidas del Valle,ISO-22000
770000500820,NutriAlimentos Corp,ISO-9001
770000500821,AgroProcesados,Sin Certificación
770000500822,NutriAlimentos Corp,ISO-22000
770000500823,Global Foods,HACCP
770000500824,Industrias BioFood,ISO-22000
770000500825,Global Foods,ISO-22000
770000500826,NutriAlimentos Corp,ISO-22000
770000500827,AgroProcesados,ISO-9001
770000500828,Bebidas del Valle,ISO-9001
770000500829,Industrias BioFood,ISO-14001
770000500830,Industrias BioFood,ISO-9001
770000500831,NutriAlimentos Corp,HACCP
770000500832,NutriAlimentos Corp,HACCP
770000500833,Global Foods,Sin Certificación
770000500834,AgroProcesados,ISO-22000
770000500835,Global Foods,ISO-22000
770000500836,NutriAlimentos Corp,HACCP
770000500837,Industrias BioFood,Sin Certificación
770000500838,Global Foods,ISO-14001
770000500839,AgroProcesados,ISO-22000
770000500840,NutriAlimentos Corp,ISO-22000
770000500841,NutriAlimentos Corp,Sin Certificación
770000500842,Global Foods,HACCP
770000500843,Industrias BioFood,ISO-9001
770000500844,Industrias BioFood,ISO-9001
770000500845,Bebidas del Valle,ISO-9001
770000500846,Bebidas del Valle,Sin Certificación
770000500847,Bebidas del Valle,HACCP
770000500848,NutriAlimentos Corp,ISO-14001
770000500849,Global Foods,HACCP
770000500850,Global Foods,ISO-9001
770000500851,Global Foods,Sin Certificación
770000500852,Industrias BioFood,ISO-22000
770000500853,Industrias BioFood,ISO-22000
770000500854,AgroProcesados,HACCP
770000500855,Industrias BioFood,Sin Certificación
770000500856,NutriAlimentos Corp,ISO-22000
770000500857,Global Foods,HACCP
770000500858,AgroProcesados,HACCP
770000500859,Global Foods,ISO-22000
770000500860,Industrias BioFood,ISO-14001
770000500861,Bebidas del Valle,HACCP
770000500862,NutriAlimentos Corp,Sin Certificación
770000500863,AgroProcesados,ISO-22000
770000500864,AgroProcesados,ISO-22000
770000500865,Industrias BioFood,Sin Certificación
770000500866,AgroProcesados,ISO-22000
770000500867,Bebidas del Valle,ISO-22000
770000500868,Bebidas del Valle,ISO-14001
770000500869,NutriAlimentos Corp,ISO-22000
770000500870,Bebidas del Valle,HACCP
770000500871,Bebidas del Valle,ISO-14001
770000500872,Industrias BioFood,ISO-22000
770000500873,Bebidas del Valle,HACCP
770000500874,Industrias BioFood,HACCP
770000500875,Global Foods,ISO-9001
770000500876,Industrias BioFood,ISO-22000
770000500877,Global Foods,Sin Certificación
770000500878,NutriAlimentos Corp,HACCP
770000500879,Industrias BioFood,ISO-9001
770000500880,Global Foods,Sin Certificación
770000500881,Global Foods,ISO-9001
770000500882,Industrias BioFood,ISO-9001
770000500883,Bebidas del Valle,ISO-22000
770000500884,Bebidas del Valle,HACCP
770000500885,AgroProcesados,ISO-14001
770000500886,Global Foods,Sin Certificación
770000500887,Bebidas del Valle,ISO-22000
770000500888,NutriAlimentos Corp,ISO-9001
770000500889,Global Foods,ISO-9001
770000500890,NutriAlimentos Corp,HACCP
770000500891,AgroProcesados,Sin Certificación
770000500892,Bebidas del Valle,Sin Certificación
770000500893,NutriAlimentos Corp,ISO-9001
770000500894,Industrias BioFood,ISO-22000
770000500895,AgroProcesados,ISO-9001
770000500896,NutriAlimentos Corp,ISO-22000
770000500897,Global Foods,HACCP
770000500898,NutriAlimentos Corp,HACCP
770000500899,AgroProcesados,ISO-14001
770000500900,NutriAlimentos Corp,ISO-9001
770000500901,NutriAlimentos Corp,ISO-14001
770000500902,NutriAlimentos Corp,ISO-9001
770000500903,Industrias BioFood,ISO-14001
770000500904,NutriAlimentos Corp,ISO-22000
770000500905,NutriAlimentos Corp,HACCP
770000500906,Industrias BioFood,ISO-9001
770000500907,Bebidas del Valle,Sin Certificación
770000500908,Industrias BioFood,ISO-22000
770000500909,AgroProcesados,ISO-14001
770000500910,Industrias BioFood,ISO-22000
770000500911,AgroProcesados,HACCP
770000500912,Bebidas del Valle,ISO-9001
770000500913,Bebidas del Valle,ISO-22000
770000500914,Global Foods,ISO-22000
770000500915,Industrias BioFood,ISO-9001
770000500916,Global Foods,ISO-9001
770000500917,Global Foods,ISO-14001
770000500918,NutriAlimentos Corp,ISO-9001
770000500919,AgroProcesados,Sin Certificación
770000500920,AgroProcesados,ISO-14001
770000500921,AgroProcesados,ISO-22000
770000500922,Global Foods,ISO-9001
770000500923,Bebidas del Valle,ISO-14001
770000500924,AgroProcesados,Sin Certificación
770000500925,Bebidas del Valle,HACCP
770000500926,Bebidas del Valle,ISO-14001
770000500927,Industrias BioFood,ISO-9001
770000500928,AgroProcesados,ISO-22000
770000500929,Bebidas del Valle,ISO-22000
770000500930,Global Foods,ISO-9001
770000500931,NutriAlimentos Corp,HACCP
770000500932,AgroProcesados,ISO-9001
770000500933,Global Foods,ISO-14001
770000500934,Industrias BioFood,ISO-22000
770000500935,AgroProcesados,ISO-14001
770000500936,Bebidas del Valle,Sin Certificación
770000500937,Bebidas del Valle,Sin Certificación
770000500938,Global Foods,Sin Certificación
770000500939,Industrias BioFood,Sin Certificación
770000500940,Global Foods,HACCP
770000500941,AgroProcesados,HACCP
770000500942,AgroProcesados,HACCP
770000500943,Bebidas del Valle,ISO-22000
770000500944,NutriAlimentos Corp,HACCP
770000500945,NutriAlimentos Corp,ISO-14001
770000500946,Bebidas del Valle,ISO-22000
770000500947,Industrias BioFood,ISO-14001
770000500948,Global Foods,ISO-14001
770000500949,Industrias BioFood,ISO-14001
770000500950,Industrias BioFood,ISO-22000
770000500951,AgroProcesados,HACCP
770000500952,Global Foods,ISO-9001
770000500953,AgroProcesados,Sin Certificación
770000500954,Bebidas del Valle,ISO-9001
770000500955,Industrias BioFood,Sin Certificación
770000500956,Global Foods,HACCP
770000500957,Industrias BioFood,ISO-9001
770000500958,Industrias BioFood,HACCP
770000500959,Global Foods,ISO-9001
770000500960,Bebidas del Valle,Sin Certificación
770000500961,Global Foods,HACCP
770000500962,NutriAlimentos Corp,HACCP
770000500963,AgroProcesados,ISO-9001
770000500964,NutriAlimentos Corp,ISO-14001
770000500965,NutriAlimentos Corp,ISO-9001
770000500966,Bebidas del Valle,HACCP
770000500967,Bebidas del Valle,ISO-9001
770000500968,AgroProcesados,ISO-14001
770000500969,Global Foods,ISO-14001
770000600970,Global Foods,HACCP
770000600971,Industrias BioFood,Sin Certificación
770000600972,Global Foods,ISO-22000
770000600973,Industrias BioFood,ISO-14001
770000600974,AgroProcesados,HACCP
770000600975,Bebidas del Valle,ISO-9001
770000600976,Bebidas del Valle,ISO-14001
770000600977,Bebidas del Valle,HACCP
770000600978,Global Foods,ISO-22000
770000600979,Bebidas del Valle,HACCP
770000600980,Bebidas del Valle,Sin Certificación
770000600981,NutriAlimentos Corp,ISO-9001
770000600982,Bebidas del Valle,ISO-14001
770000600983,AgroProcesados,ISO-14001
770000600984,AgroProcesados,ISO-14001
770000600985,Global Foods,Sin Certificación
770000600986,Bebidas del Valle,ISO-9001
770000600987,Global Foods,HACCP
770000600988,NutriAlimentos Corp,ISO-9001
770000600989,Global Foods,ISO-9001
770000600990,AgroProcesados,ISO-22000
770000600991,Industrias BioFood,HACCP
770000600992,AgroProcesados,ISO-22000
770000600993,Industrias BioFood,ISO-22000
770000600994,Global Foods,ISO-9001
770000600995,Bebidas del Valle,HACCP
770000600996,Global Foods,Sin Certificación
770000600997,AgroProcesados,ISO-22000
770000600998,NutriAlimentos Corp,ISO-14001
770000600999,Global Foods,ISO-22000
770000601000,AgroProcesados,ISO-22000
770000601001,NutriAlimentos Corp,ISO-9001
770000601002,Bebidas del Valle,ISO-22000
770000601003,Industrias BioFood,Sin Certificación
770000601004,NutriAlimentos Corp,ISO-22000
770000601005,Industrias BioFood,ISO-22000
770000601006,Bebidas del Valle,Sin Certificación
770000601007,Industrias BioFood,Sin Certificación
770000601008,AgroProcesados,HACCP
770000601009,AgroProcesados,ISO-14001
770000601010,Global Foods,ISO-9001
770000601011,AgroProcesados,ISO-9001
770000601012,AgroProcesados,Sin Certificación
770000601013,AgroProcesados,Sin Certificación
770000601014,Global Foods,HACCP
770000601015,Industrias BioFood,Sin Certificación
770000601016,Global Foods,HACCP
770000601017,NutriAlimentos Corp,HACCP
770000601018,Global Foods,ISO-22000
770000601019,NutriAlimentos Corp,ISO-14001
770000601020,Global Foods,HACCP
770000601021,Global Foods,ISO-9001
770000601022,Industrias BioFood,ISO-14001
770000601023,Global Foods,ISO-9001
770000601024,Industrias BioFood,HACCP
770000601025,Bebidas del Valle,ISO-14001
770000601026,NutriAlimentos Corp,ISO-14001
770000601027,NutriAlimentos Corp,Sin Certificación
770000601028,Industrias BioFood,ISO-14001
770000601029,NutriAlimentos Corp,Sin Certificación
770000601030,AgroProcesados,ISO-22000
770000601031,Global Foods,Sin Certificación
770000601032,Bebidas del Valle,HACCP
770000601033,Industrias BioFood,ISO-9001
770000601034,AgroProcesados,ISO-9001
770000601035,Global Foods,ISO-22000
770000601036,Industrias BioFood,ISO-9001
770000601037,Industrias BioFood,Sin Certificación
770000601038,Industrias BioFood,HACCP
770000601039,Bebidas del Valle,HACCP
770000601040,Industrias BioFood,ISO-22000
770000601041,Global Foods,HACCP
770000601042,NutriAlimentos Corp,ISO-22000
770000601043,Industrias BioFood,ISO-9001
770000601044,Industrias BioFood,Sin Certificación
770000601045,AgroProcesados,ISO-22000
770000601046,NutriAlimentos Corp,ISO-14001
770000601047,Global Foods,ISO-22000
770000601048,Global Foods,ISO-14001
770000601049,NutriAlimentos Corp,ISO-14001
770000601050,NutriAlimentos Corp,ISO-9001
770000601051,AgroProcesados,ISO-22000
770000601052,AgroProcesados,Sin Certificación
770000601053,Bebidas del Valle,Sin Certificación
770000601054,AgroProcesados,ISO-22000
770000601055,NutriAlimentos Corp,Sin Certificación
770000601056,Industrias BioFood,HACCP
770000601057,Industrias BioFood,Sin Certificación
770000601058,Industrias BioFood,Sin Certificación
770000601059,Industrias BioFood,ISO-9001
770000601060,Industrias BioFood,ISO-9001
770000601061,Global Foods,HACCP
770000601062,Global Foods,ISO-14001
770000601063,Global Foods,ISO-9001
770000601064,Global Foods,ISO-9001
770000601065,NutriAlimentos Corp,HACCP
770000601066,NutriAlimentos Corp,Sin Certificación
770000601067,AgroProcesados,Sin Certificación
770000601068,NutriAlimentos Corp,ISO-22000
770000601069,Bebidas del Valle,Sin Certificación
770000601070,Bebidas del Valle,ISO-22000
770000601071,Global Foods,ISO-22000
770000601072,AgroProcesados,HACCP
770000601073,AgroProcesados,HACCP
770000601074,NutriAlimentos Corp,ISO-22000
770000601075,NutriAlimentos Corp,ISO-9001
770000601076,Industrias BioFood,HACCP
770000601077,Bebidas del Valle,HACCP
770000601078,Global Foods,ISO-14001
770000601079,Global Foods,ISO-9001
770000601080,AgroProcesados,Sin Certificación
770000601081,Bebidas del Valle,ISO-22000
770000601082,Bebidas del Valle,HACCP
770000601083,AgroProcesados,Sin Certificación
770000601084,Bebidas del Valle,ISO-22000
770000601085,Bebidas del Valle,ISO-22000
770000601086,Global Foods,ISO-14001
770000601087,Global Foods,ISO-14001
770000601088,Bebidas del Valle,ISO-9001
770000601089,NutriAlimentos Corp,ISO-9001
770000601090,Global Foods,HACCP
770000601091,Global Foods,HACCP
770000601092,Industrias BioFood,HACCP
770000601093,NutriAlimentos Corp,HACCP
770000601094,NutriAlimentos Corp,ISO-9001
770000601095,Global Foods,ISO-9001
770000601096,AgroProcesados,ISO-14001
770000601097,AgroProcesados,ISO-22000
770000601098,Industrias BioFood,ISO-9001
770000601099,NutriAlimentos Corp,ISO-22000
770000601100,Global Foods,HACCP
770000601101,Industrias BioFood,ISO-22000
770000601102,Global Foods,ISO-9001
770000601103,Industrias BioFood,ISO-22000
770000601104,Bebidas del Valle,Sin Certificación
770000601105,Bebidas del Valle,ISO-9001
770000601106,Bebidas del Valle,Sin Certificación
770000601107,AgroProcesados,Sin Certificación
770000601108,NutriAlimentos Corp,Sin Certificación
