code|impuesto_porcentaje|categoria_fiscal
770001703255|10.0|Alimentos Procesados
770001703256|5.0|Bebidas Azucaradas
770001703257|0.0|Bebidas Azucaradas
770001703258|5.0|Lácteos
770001703259|19.0|Alimentos Procesados
770001703260|0.0|Alimentos Procesados
770001703261|10.0|Canasta Básica
770001703262|0.0|Alimentos Procesados
770001703263|10.0|Alimentos Procesados
770001703264|5.0|Canasta Básica
770001703265|5.0|Lácteos
770001703266|0.0|Alimentos Procesados
770001703267|0.0|Bebidas Azucaradas
770001703268|10.0|Snacks
770001703269|19.0|Snacks
770001703270|10.0|Canasta Básica
770001703271|0.0|Snacks
770001703272|0.0|Snacks
770001703273|5.0|Canasta Básica
770001703274|5.0|Bebidas Azucaradas
770001703275|10.0|Canasta Básica
770001703276|5.0|Bebidas Azucaradas
770001703277|0.0|Bebidas Azucaradas
770001703278|0.0|Alimentos Procesados
770001703279|5.0|Snacks
770001703280|0.0|Alimentos Procesados
770001703281|19.0|Lácteos
770001703282|0.0|Alimentos Procesados
770001703283|5.0|Lácteos
770001703284|19.0|Alimentos Procesados
770001703285|5.0|Snacks
770001703286|10.0|Snacks
770001703287|10.0|Alimentos Procesados
770001703288|5.0|Canasta Básica
770001703289|10.0|Lácteos
770001703290|0.0|Lácteos
770001703291|19.0|Alimentos Procesados
770001703292|5.0|Bebidas Azucaradas
770001703293|0.0|Lácteos
770001703294|0.0|Alimentos Procesados
770001703295|10.0|Canasta Básica
770001703296|0.0|Snacks
770001703297|0.0|Canasta Básica
770001803298|10.0|Canasta Básica
770001803299|19.0|Alimentos Procesados
770001803300|10.0|Canasta Básica
770001803301|0.0|Lácteos
770001803302|19.0|Alimentos Procesados
770001803303|0.0|Lácteos
770001803304|0.0|Canasta Básica
770001803305|19.0|Lácteos
770001803306|10.0|Lácteos
770001803307|10.0|Lácteos
770001803308|0.0|Canasta Básica
770001803309|10.0|Canasta Básica
770001803310|10.0|Lácteos
770001803311|0.0|Snacks
770001803312|0.0|Snacks
770001803313|10.0|Canasta Básica
770001803314|19.0|Snacks
770001803315|19.0|Canasta Básica
770001803316|19.0|Alimentos Procesados
770001803317|0.0|Canasta Básica
770001803318|5.0|Canasta Básica
770001803319|10.0|Bebidas Azucaradas
770001803320|0.0|Snacks
770001803321|10.0|Bebidas Azucaradas
770001803322|5.0|Alimentos Procesados
770001803323|5.0|Alimentos Procesados
770001803324|5.0|Lácteos
770001803325|5.0|Canasta Básica
770001803326|10.0|Canasta Básica
770001803327|19.0|Alimentos Procesados
770001803328|10.0|Lácteos
770001803329|19.0|Lácteos
770001803330|5.0|Lácteos
770001803331|0.0|Canasta Básica
770001803332|5.0|Alimentos Procesados
770001803333|0.0|Lácteos
770001803334|0.0|Canasta Básica
770001803335|19.0|Snacks
770001803336|19.0|Lácteos
770001803337|5.0|Snacks
770001803338|5.0|Canasta Básica
770001803339|10.0|Bebidas Azucaradas
770001803340|19.0|Bebidas Azucaradas
770001803341|10.0|Lácteos
770001803342|5.0|Lácteos
770001803343|10.0|Canasta Básica
770001803344|10.0|Lácteos
770001803345|19.0|Bebidas Azucaradas
770001803346|5.0|Canasta Básica
770001803347|19.0|Alimentos Procesados
770001803348|19.0|Snacks
770001803349|10.0|Canasta Básica
770001803350|19.0|Canasta Básica
770001803351|19.0|Lácteos
770001803352|5.0|Snacks
770001803353|0.0|Bebidas Azucaradas
770001803354|19.0|Canasta Básica
770001803355|5.0|Snacks
770001803356|10.0|Alimentos Procesados
770001803357|19.0|Canasta Básica
770001803358|5.0|Alimentos Procesados
770001803359|5.0|Canasta Básica
770001803360|10.0|Alimentos Procesados
770001803361|19.0|Alimentos Procesados
770001803362|19.0|Bebidas Azucaradas
770001803363|19.0|Alimentos Procesados
770001803364|19.0|Bebidas Azucaradas
770001803365|5.0|Snacks
770001803366|10.0|Bebidas Azucaradas
770001803367|0.0|Lácteos
770001803368|10.0|Alimentos Procesados
770001803369|19.0|Canasta Básica
770001803370|0.0|Alimentos Procesados
770001803371|5.0|Canasta Básica
770001803372|0.0|Canasta Básica
770001803373|0.0|Lácteos
770001803374|0.0|Snacks
770001803375|0.0|Alimentos Procesados
770001803376|5.0|Canasta Básica
770001803377|19.0|Bebidas Azucaradas
770001803378|19.0|Lácteos
770001803379|19.0|Alimentos Procesados
770001803380|10.0|Alimentos Procesados
770001803381|10.0|Alimentos Procesados
770001803382|19.0|Lácteos
770001803383|5.0|Bebidas Azucaradas
770001803384|0.0|Canasta Básica
770001803385|5.0|Canasta Básica
770001803386|5.0|Canasta Básica
770001803387|19.0|Alimentos Procesados
770001803388|19.0|Canasta Básica
770001803389|0.0|Snacks
770001803390|19.0|Bebidas Azucaradas
770001803391|0.0|Lácteos
770001803392|0.0|Lácteos
770001803393|5.0|Lácteos
770001803394|10.0|Lácteos
770001803395|10.0|Snacks
770001803396|19.0|Alimentos Procesados
770001803397|19.0|Canasta Básica
770001803398|5.0|Lácteos
770001803399|10.0|Lácteos
770001803400|0.0|Lácteos
770001803401|5.0|Bebidas Azucaradas
770001803402|10.0|Bebidas Azucaradas
770001803403|10.0|Lácteos
770001803404|19.0|Bebidas Azucaradas
770001803405|10.0|Snacks
770001803406|0.0|Bebidas Azucaradas
770001803407|5.0|Bebidas Azucaradas
770001803408|0.0|Bebidas Azucaradas
770001803409|10.0|Snacks
770001803410|0.0|Alimentos Procesados
770001803411|0.0|Lácteos
770001803412|5.0|Snacks
770001803413|10.0|Lácteos
770001803414|0.0|Snacks
770001803415|10.0|Alimentos Procesados
770001803416|5.0|Snacks
770001803417|0.0|Snacks
770001803418|19.0|Canasta Básica
770001803419|19.0|Bebidas Azucaradas
770001803420|0.0|Snacks
770001803421|0.0|Alimentos Procesados
770001803422|10.0|Lácteos
770001803423|5.0|Lácteos
770001803424|10.0|Snacks
770001803425|5.0|Canasta Básica
770001803426|0.0|Lácteos
770001803427|10.0|Canasta Básica
770001803428|5.0|Bebidas Azucaradas
770001803429|19.0|Canasta Básica
770001803430|19.0|Lácteos
770001803431|19.0|Alimentos Procesados
770001803432|5.0|Alimentos Procesados
770001803433|10.0|Canasta Básica
770001803434|0.0|Alimentos Procesados
770001803435|10.0|Alimentos Procesados
770001803436|19.0|Alimentos Procesados
770001803437|19.0|Lácteos
770001803438|0.0|Snacks
770001803439|0.0|Lácteos
770001803440|19.0|Canasta Básica
770001803441|10.0|Alimentos Procesados
770001803442|5.0|Lácteos
770001803443|5.0|Alimentos Procesados
770001803444|19.0|Canasta Básica
770001803445|19.0|Canasta Básica
770001803446|10.0|Bebidas Azucaradas
770001803447|19.0|Canasta Básica
770001803448|0.0|Canasta Básica
770001803449|0.0|Bebidas Azucaradas
770001803450|5.0|Alimentos Procesados
770001803451|5.0|Lácteos
770001803452|19.0|Bebidas Azucaradas
770001803453|0.0|Canasta Básica
770001803454|19.0|Snacks
770001803455|19.0|Bebidas Azucaradas
770001803456|10.0|Alimentos Procesados
770001803457|5.0|Lácteos
770001803458|5.0|Lácteos
770001803459|10.0|Lácteos
770001803460|19.0|Bebidas Azucaradas
770001803461|19.0|Canasta Básica
770001803462|19.0|Bebidas Azucaradas
770001803463|10.0|Bebidas Azucaradas
770001803464|10.0|Alimentos Procesados
770001803465|0.0|Alimentos Procesados
770001803466|5.0|Lácteos
770001803467|5.0|Canasta Básica
770001803468|10.0|Alimentos Procesados
770001803469|0.0|Bebidas Azucaradas
770001803470|0.0|Canasta Básica
770001803471|5.0|Snacks
770001803472|0.0|Bebidas Azucaradas
770001803473|10.0|Lácteos
770001803474|19.0|Bebidas Azucaradas
770001803475|10.0|Alimentos Procesados
770001803476|10.0|Snacks
770001803477|19.0|Canasta Básica
770001803478|19.0|Bebidas Azucaradas
770001803479|10.0|Alimentos Procesados
770001803480|19.0|Lácteos
770001803481|0.0|Canasta Básica
770001803482|0.0|Alimentos Procesados
770001803483|19.0|Alimentos Procesados
770001803484|10.0|Snacks
770001803485|5.0|Alimentos Procesados
770001803486|0.0|Lácteos
770001803487|19.0|Snacks
770001803488|19.0|Snacks
770001803489|0.0|Lácteos
770001803490|10.0|Bebidas Azucaradas
770001803491|19.0|Alimentos Procesados
770001903492|5.0|Alimentos Procesados
770001903493|10.0|Bebidas Azucaradas
770001903494|10.0|Bebidas Azucaradas
770001903495|10.0|Canasta Básica
770001903496|5.0|Snacks
770001903497|5.0|Alimentos Procesados
770001903498|0.0|Bebidas Azucaradas
770001903499|19.0|Alimentos Procesados
770001903500|0.0|Snacks
770001903501|5.0|Lácteos
770001903502|5.0|Alimentos Procesados
770001903503|19.0|Snacks
770001903504|5.0|Lácteos
770001903505|19.0|Alimentos Procesados
770001903506|19.0|Canasta Básica
770001903507|5.0|Canasta Básica
770001903508|10.0|Bebidas Azucaradas
770001903509|5.0|Snacks
770001903510|0.0|Lácteos
770001903511|0.0|Lácteos
770001903512|0.0|Canasta Básica
770001903513|19.0|Canasta Básica
770001903514|5.0|Canasta Básica
770001903515|19.0|Canasta Básica
770001903516|5.0|Bebidas Azucaradas
770001903517|10.0|Bebidas Azucaradas
770001903518|5.0|Bebidas Azucaradas
770001903519|19.0|Snacks
770001903520|10.0|Canasta Básica
770001903521|5.0|Alimentos Procesados
770001903522|5.0|Bebidas Azucaradas
770001903523|5.0|Snacks
770001903524|19.0|Canasta Básica
770001903525|0.0|Alimentos Procesados
770001903526|5.0|Bebidas Azucaradas
770001903527|10.0|Lácteos
770001903528|19.0|Lácteos
770001903529|10.0|Snacks
770001903530|10.0|Canasta Básica
770001903531|0.0|Lácteos
770001903532|10.0|Bebidas Azucaradas
770001903533|10.0|Lácteos
770001903534|19.0|Canasta Básica
770001903535|5.0|Lácteos
770001903536|19.0|Canasta Básica
770001903537|5.0|Canasta Básica
770001903538|10.0|Alimentos Procesados
770001903539|10.0|Bebidas Azucaradas
770001903540|19.0|Canasta Básica
770001903541|19.0|Bebidas Azucaradas
770001903542|10.0|Snacks
770001903543|0.0|Snacks
770001903544|10.0|Bebidas Azucaradas
770001903545|10.0|Lácteos
770001903546|0.0|Bebidas Azucaradas
770001903547|10.0|Lácteos
770001903548|0.0|Bebidas Azucaradas
770001903549|10.0|Lácteos
770001903550|0.0|Alimentos Procesados
770001903551|5.0|Bebidas Azucaradas
770001903552|19.0|Lácteos
770001903553|0.0|Alimentos Procesados
770001903554|5.0|Canasta Básica
770001903555|5.0|Bebidas Azucaradas
770001903556|19.0|Canasta Básica
770001903557|5.0|Canasta Básica
770001903558|10.0|Alimentos Procesados
770001903559|5.0|Canasta Básica
770001903560|0.0|Lácteos
770001903561|19.0|Lácteos
770001903562|5.0|Snacks
770001903563|19.0|Alimentos Procesados
770001903564|0.0|Snacks
770001903565|10.0|Bebidas Azucaradas
770001903566|10.0|Lácteos
770001903567|0.0|Canasta Básica
770001903568|10.0|Canasta Básica
770001903569|5.0|Canasta Básica
770001903570|19.0|Canasta Básica
770001903571|10.0|Snacks
770001903572|19.0|Bebidas Azucaradas
770001903573|0.0|Lácteos
770001903574|5.0|Bebidas Azucaradas
770001903575|19.0|Lácteos
770001903576|5.0|Bebidas Azucaradas
770001903577|0.0|Canasta Básica
770001903578|10.0|Canasta Básica
770001903579|5.0|Canasta Básica
770001903580|10.0|Canasta Básica
770001903581|5.0|Snacks
770001903582|19.0|Lácteos
770001903583|10.0|Bebidas Azucaradas
770001903584|0.0|Lácteos
770001903585|5.0|Bebidas Azucaradas
770001903586|10.0|Canasta Básica
770001903587|5.0|Alimentos Procesados
770001903588|5.0|Alimentos Procesados
770001903589|10.0|Snacks
770001903590|0.0|Canasta Básica
770001903591|19.0|Lácteos
770001903592|19.0|Alimentos Procesados
770001903593|5.0|Bebidas Azucaradas
770001903594|0.0|Lácteos
770001903595|0.0|Lácteos
770001903596|10.0|Canasta Básica
770001903597|10.0|Canasta Básica
770001903598|19.0|Canasta Básica
770001903599|10.0|Snacks
770001903600|0.0|Snacks
770001903601|5.0|Lácteos
770001903602|10.0|Lácteos
770001903603|10.0|Lácteos
770001903604|19.0|Bebidas Azucaradas
770001903605|5.0|Bebidas Azucaradas
770001903606|19.0|Lácteos
770001903607|10.0|Canasta Básica
770001903608|19.0|Snacks
770001903609|10.0|Canasta Básica
770001903610|5.0|Snacks
770001903611|19.0|Bebidas Azucaradas
770001903612|19.0|Snacks
770001903613|5.0|Lácteos
770001903614|5.0|Snacks
770001903615|19.0|Bebidas Azucaradas
770001903616|19.0|Bebidas Azucaradas
770001903617|10.0|Bebidas Azucaradas
770001903618|5.0|Snacks
770001903619|5.0|Canasta Básica
770001903620|5.0|Lácteos
770001903621|5.0|Snacks
770001903622|0.0|Lácteos
770001903623|5.0|Bebidas Azucaradas
770001903624|10.0|Snacks
770001903625|0.0|Lácteos
770001903626|0.0|Canasta Básica
770001903627|0.0|Lácteos
770001903628|10.0|Lácteos
770001903629|0.0|Canasta Básica
770001903630|0.0|Lácteos
770001903631|19.0|Snacks
770001903632|10.0|Canasta Básica
770001903633|0.0|Lácteos
770001903634|10.0|Snacks
770001903635|19.0|Lácteos
770001903636|10.0|Bebidas Azucaradas
770001903637|19.0|Snacks
770001903638|0.0|Bebidas Azucaradas
770001903639|5.0|Bebidas Azucaradas
770001903640|5.0|Bebidas Azucaradas
770001903641|5.0|Snacks
770001903642|5.0|Snacks
770001903643|10.0|Bebidas Azucaradas
770001903644|5.0|Bebidas Azucaradas
770001903645|19.0|Snacks
770001903646|0.0|Alimentos Procesados
770001903647|19.0|Bebidas Azucaradas
770001903648|5.0|Snacks
770001903649|19.0|Lácteos
770001903650|0.0|Alimentos Procesados
770001903651|5.0|Lácteos
770001903652|0.0|Bebidas Azucaradas
770001903653|5.0|Bebidas Azucaradas
770001903654|0.0|Canasta Básica
770001903655|0.0|Snacks
770001903656|10.0|Snacks
770001903657|10.0|Bebidas Azucaradas
770001903658|5.0|Canasta Básica
770001903659|5.0|Snacks
770001903660|19.0|Snacks
770001903661|0.0|Lácteos
770001903662|10.0|Canasta Básica
770001903663|19.0|Canasta Básica
770001903664|0.0|Bebidas Azucaradas
770001903665|5.0|Lácteos
770001903666|10.0|Snacks
770001903667|19.0|Snacks
770001903668|5.0|Alimentos Procesados
770001903669|0.0|Lácteos
770001903670|0.0|Canasta Básica
770001903671|5.0|Canasta Básica
770001903672|10.0|Lácteos
770001903673|19.0|Alimentos Procesados
770001903674|0.0|Bebidas Azucaradas
770001903675|0.0|Snacks
770001903676|0.0|Alimentos Procesados
770001903677|5.0|Snacks
770001903678|10.0|Alimentos Procesados
770001903679|10.0|Lácteos
770001903680|19.0|Alimentos Procesados
770001903681|0.0|Lácteos
770001903682|10.0|Lácteos
770001903683|19.0|Canasta Básica
770001903684|5.0|Canasta Básica
770001903685|19.0|Bebidas Azucaradas
770002003686|5.0|Bebidas Azucaradas
770002003687|10.0|Canasta Básica
770002003688|0.0|Alimentos Procesados
770002003689|0.0|Bebidas Azucaradas
770002003690|5.0|Canasta Básica
770002003691|0.0|Alimentos Procesados
770002003692|10.0|Bebidas Azucaradas
770002003693|10.0|Snacks
770002003694|19.0|Snacks
770002003695|19.0|Snacks
770002003696|0.0|Snacks
770002003697|19.0|Alimentos Procesados
770002003698|0.0|Alimentos Procesados
770002003699|0.0|Alimentos Procesados
770002003700|19.0|Snacks
770002003701|5.0|Canasta Básica
770002003702|19.0|Lácteos
770002003703|5.0|Snacks
770002003704|5.0|Alimentos Procesados
770002003705|19.0|Snacks
770002003706|0.0|Lácteos
770002003707|10.0|Canasta Básica
770002003708|0.0|Lácteos
770002003709|10.0|Canasta Básica
770002003710|10.0|Snacks
770002003711|5.0|Lácteos
770002003712|0.0|Canasta Básica
770002003713|19.0|Canasta Básica
770002003714|5.0|Snacks
770002003715|19.0|Canasta Básica
770002003716|10.0|Snacks
770002003717|10.0|Alimentos Procesados
770002003718|10.0|Snacks
770002003719|0.0|Lácteos
770002003720|0.0|Bebidas Azucaradas
770002003721|10.0|Alimentos Procesados
770002003722|5.0|Bebidas Azucaradas
770002003723|5.0|Alimentos Procesados
770002003724|19.0|Snacks
770002003725|10.0|Snacks
770002003726|19.0|Alimentos Procesados
770002003727|10.0|Alimentos Procesados
770002003728|0.0|Alimentos Procesados
770002003729|5.0|Snacks
770002003730|19.0|Canasta Básica
770002003731|5.0|Canasta Básica
770002003732|10.0|Snacks
770002003733|0.0|Alimentos Procesados
770002003734|5.0|Bebidas Azucaradas
770002003735|5.0|Canasta Básica
770002003736|5.0|Bebidas Azucaradas
770002003737|0.0|Bebidas Azucaradas
770002003738|10.0|Lácteos
770002003739|19.0|Alimentos Procesados
770002003740|19.0|Snacks
770002003741|0.0|Alimentos Procesados
770002003742|5.0|Snacks
770002003743|5.0|Alimentos Procesados
770002003744|19.0|Snacks
770002003745|0.0|Lácteos
770002003746|5.0|Snacks
770002003747|0.0|Snacks
770002003748|0.0|Canasta Básica
770002003749|0.0|Snacks
770002003750|19.0|Alimentos Procesados
770002003751|5.0|Canasta Básica
770002003752|5.0|Alimentos Procesados
770002003753|5.0|Bebidas Azucaradas
770002003754|10.0|Snacks
770002003755|19.0|Alimentos Procesados
770002003756|5.0|Bebidas Azucaradas
770002003757|5.0|Snacks
770002003758|19.0|Alimentos Procesados
770002003759|19.0|Snacks
770002003760|10.0|Alimentos Procesados
770002003761|10.0|Snacks
770002003762|0.0|Canasta Básica
770002003763|5.0|Alimentos Procesados
770002003764|0.0|Bebidas Azucaradas
770002003765|5.0|Canasta Básica
770002003766|19.0|Alimentos Procesados
770002003767|0.0|Snacks
770002003768|19.0|Snacks
770002003769|10.0|Bebidas Azucaradas
770002003770|10.0|Alimentos Procesados
770002003771|19.0|Snacks
770002003772|5.0|Lácteos
770002003773|0.0|Bebidas Azucaradas
770002003774|10.0|Bebidas Azucaradas
770002003775|10.0|Bebidas Azucaradas
770002003776|5.0|Alimentos Procesados
770002003777|19.0|Snacks
770002003778|0.0|Canasta Básica
770002003779|10.0|Canasta Básica
770002003780|5.0|Bebidas Azucaradas
770002003781|10.0|Canasta Básica
770002003782|19.0|Canasta Básica
770002003783|10.0|Snacks
770002003784|0.0|Canasta Básica
770002003785|5.0|Bebidas Azucaradas
770002003786|5.0|Alimentos Procesados
770002003787|5.0|Bebidas Azucaradas
770002003788|5.0|Canasta Básica
770002003789|10.0|Snacks
770002003790|0.0|Lácteos
770002003791|19.0|Bebidas Azucaradas
770002003792|10.0|Canasta Básica
770002003793|10.0|Canasta Básica
770002003794|5.0|Bebidas Azucaradas
770002003795|10.0|Bebidas Azucaradas
770002003796|19.0|Lácteos
770002003797|10.0|Alimentos Procesados
770002003798|0.0|Bebidas Azucaradas
770002003799|10.0|Snacks
770002003800|0.0|Bebidas Azucaradas
770002003801|10.0|Snacks
770002003802|19.0|Alimentos Procesados
770002003803|19.0|Alimentos Procesados
770002003804|10.0|Canasta Básica
770002003805|5.0|Alimentos Procesados
770002003806|5.0|Alimentos Procesados
770002003807|0.0|Bebidas Azucaradas
770002003808|10.0|Canasta Básica
770002003809|5.0|Canasta Básica
770002003810|5.0|Canasta Básica
770002003811|10.0|Lácteos
770002003812|10.0|Snacks
770002003813|0.0|Alimentos Procesados
770002003814|10.0|Lácteos
770002003815|10.0|Alimentos Procesados
770002003816|10.0|Snacks
770002003817|5.0|Bebidas Azucaradas
770002003818|19.0|Canasta Básica
770002003819|19.0|Alimentos Procesados
770002003820|19.0|Snacks
770002003821|0.0|Canasta Básica
770002003822|19.0|Snacks
770002003823|19.0|Alimentos Procesados
770002003824|0.0|Lácteos
770002003825|0.0|Canasta Básica
770002003826|5.0|Alimentos Procesados
770002003827|10.0|Bebidas Azucaradas
770002003828|5.0|Alimentos Procesados
770002003829|0.0|Bebidas Azucaradas
770002003830|5.0|Snacks
770002003831|10.0|Alimentos Procesados
770002003832|5.0|Lácteos
770002003833|19.0|Canasta Básica
770002003834|5.0|Lácteos
770002003835|19.0|Lácteos
770002003836|0.0|Bebidas Azucaradas
770002003837|10.0|Snacks
770002003838|19.0|Snacks
770002003839|19.0|Canasta Básica
770002003840|5.0|Lácteos
770002003841|10.0|Canasta Básica
770002003842|5.0|Canasta Básica
770002003843|5.0|Bebidas Azucaradas
770002003844|10.0|Lácteos
770002003845|10.0|Alimentos Procesados
770002003846|10.0|Lácteos
770002003847|19.0|Alimentos Procesados
770002003848|10.0|Bebidas Azucaradas
770002003849|19.0|Canasta Básica
770002003850|10.0|Lácteos
770002003851|19.0|Lácteos
770002003852|10.0|Canasta Básica
770002003853|5.0|Lácteos
770002003854|19.0|Lácteos
770002003855|10.0|Canasta Básica
770002003856|5.0|Lácteos
770002003857|10.0|Bebidas Azucaradas
770002003858|5.0|Snacks
770002003859|10.0|Bebidas Azucaradas
770002003860|0.0|Alimentos Procesados
770002003861|0.0|Alimentos Procesados
770002003862|0.0|Snacks
770002003863|0.0|Alimentos Procesados
770002003864|19.0|Lácteos
770002003865|5.0|Bebidas Azucaradas
770002003866|19.0|Snacks
770002003867|0.0|Bebidas Azucaradas
770002003868|19.0|Lácteos
770002003869|5.0|Bebidas Azucaradas
770002003870|19.0|Snacks
770002003871|5.0|Bebidas Azucaradas
770002003872|10.0|Snacks
770002003873|0.0|Lácteos
770002003874|5.0|Canasta Básica
770002003875|0.0|Lácteos
770002003876|5.0|Canasta Básica
770002003877|0.0|Canasta Básica
770002003878|19.0|Bebidas Azucaradas
770002003879|0.0|Canasta Básica
770002103880|10.0|Alimentos Procesados
770002103881|10.0|Canasta Básica
770002103882|0.0|Canasta Básica
770002103883|5.0|Canasta Básica
770002103884|19.0|Lácteos
770002103885|0.0|Lácteos
770002103886|10.0|Lácteos
770002103887|19.0|Snacks
770002103888|10.0|Alimentos Procesados
770002103889|10.0|Lácteos
770002103890|0.0|Alimentos Procesados
770002103891|0.0|Canasta Básica
770002103892|10.0|Alimentos Procesados
770002103893|5.0|Lácteos
770002103894|0.0|Alimentos Procesados
770002103895|5.0|Alimentos Procesados
770002103896|0.0|Snacks
770002103897|0.0|Snacks
770002103898|10.0|Lácteos
770002103899|19.0|Snacks
770002103900|0.0|Lácteos
770002103901|0.0|Lácteos
770002103902|10.0|Canasta Básica
770002103903|0.0|Snacks
770002103904|10.0|Snacks
770002103905|0.0|Canasta Básica
770002103906|5.0|Snacks
770002103907|19.0|Snacks
770002103908|5.0|Snacks
770002103909|10.0|Lácteos
770002103910|5.0|Alimentos Procesados
770002103911|0.0|Canasta Básica
770002103912|0.0|Bebidas Azucaradas
770002103913|0.0|Canasta Básica
770002103914|19.0|Alimentos Procesados
770002103915|0.0|Canasta Básica
770002103916|0.0|Bebidas Azucaradas
770002103917|10.0|Alimentos Procesados
770002103918|5.0|Bebidas Azucaradas
770002103919|19.0|Canasta Básica
770002103920|0.0|Canasta Básica
770002103921|0.0|Lácteos
770002103922|0.0|Lácteos
770002103923|0.0|Lácteos
770002103924|0.0|Canasta Básica
770002103925|19.0|Lácteos
770002103926|0.0|Lácteos
770002103927|0.0|Snacks
770002103928|0.0|Bebidas Azucaradas
770002103929|0.0|Bebidas Azucaradas
770002103930|19.0|Lácteos
770002103931|10.0|Snacks
770002103932|5.0|Canasta Básica
770002103933|19.0|Bebidas Azucaradas
770002103934|19.0|Snacks
770002103935|19.0|Bebidas Azucaradas
770002103936|5.0|Snacks
770002103937|5.0|Canasta Básica
770002103938|10.0|Canasta Básica
770002103939|19.0|Snacks
770002103940|5.0|Lácteos
770002103941|0.0|Snacks
770002103942|0.0|Alimentos Procesados
770002103943|10.0|Lácteos
770002103944|10.0|Bebidas Azucaradas
770002103945|10.0|Canasta Básica
770002103946|0.0|Bebidas Azucaradas
770002103947|0.0|Canasta Básica
770002103948|0.0|Bebidas Azucaradas
770002103949|0.0|Alimentos Procesados
770002103950|5.0|Alimentos Procesados
770002103951|10.0|Canasta Básica
770002103952|10.0|Alimentos Procesados
770002103953|0.0|Alimentos Procesados
770002103954|5.0|Bebidas Azucaradas
770002103955|10.0|Bebidas Azucaradas
770002103956|19.0|Snacks
770002103957|0.0|Canasta Básica
770002103958|10.0|Bebidas Azucaradas
770002103959|10.0|Bebidas Azucaradas
770002103960|10.0|Bebidas Azucaradas
770002103961|5.0|Lácteos
770002103962|10.0|Bebidas Azucaradas
770002103963|10.0|Alimentos Procesados
770002103964|5.0|Canasta Básica
770002103965|19.0|Alimentos Procesados
770002103966|10.0|Snacks
770002103967|0.0|Snacks
770002103968|5.0|Snacks
770002103969|19.0|Bebidas Azucaradas
770002103970|19.0|Lácteos
770002103971|10.0|Lácteos
770002103972|0.0|Alimentos Procesados
770002103973|0.0|Canasta Básica
770002103974|0.0|Snacks
770002103975|19.0|Snacks
770002103976|10.0|Snacks
770002103977|19.0|Snacks
770002103978|5.0|Alimentos Procesados
770002103979|19.0|Canasta Básica
770002103980|10.0|Lácteos
770002103981|10.0|Lácteos
770002103982|5.0|Snacks
770002103983|0.0|Bebidas Azucaradas
770002103984|10.0|Canasta Básica
770002103985|10.0|Snacks
770002103986|19.0|Snacks
770002103987|5.0|Bebidas Azucaradas
770002103988|5.0|Snacks
770002103989|0.0|Bebidas Azucaradas
770002103990|10.0|Canasta Básica
770002103991|5.0|Canasta Básica
770002103992|5.0|Alimentos Procesados
770002103993|0.0|Lácteos
770002103994|0.0|Alimentos Procesados
770002103995|5.0|Bebidas Azucaradas
770002103996|5.0|Alimentos Procesados
770002103997|10.0|Alimentos Procesados
770002103998|5.0|Bebidas Azucaradas
770002103999|10.0|Snacks
770002104000|0.0|Bebidas Azucaradas
770002104001|0.0|Snacks
770002104002|19.0|Canasta Básica
770002104003|0.0|Alimentos Procesados
770002104004|19.0|Alimentos Procesados
770002104005|0.0|Snacks
770002104006|10.0|Canasta Básica
770002104007|0.0|Bebidas Azucaradas
770002104008|10.0|Snacks
770002104009|5.0|Canasta Básica
770002104010|5.0|Canasta Básica
770002104011|0.0|Snacks
770002104012|19.0|Snacks
770002104013|0.0|Lácteos
770002104014|10.0|Alimentos Procesados
770002104015|0.0|Snacks
770002104016|0.0|Canasta Básica
770002104017|19.0|Snacks
770002104018|10.0|Snacks
770002104019|10.0|Bebidas Azucaradas
770002104020|19.0|Bebidas Azucaradas
770002104021|19.0|Alimentos Procesados
770002104022|10.0|Canasta Básica
770002104023|19.0|Alimentos Procesados
770002104024|19.0|Snacks
770002104025|10.0|Snacks
770002104026|19.0|Lácteos
770002104027|0.0|Lácteos
770002104028|10.0|Canasta Básica
770002104029|10.0|Canasta Básica
770002104030|19.0|Alimentos Procesados
770002104031|5.0|Snacks
770002104032|19.0|Alimentos Procesados
770002104033|5.0|Bebidas Azucaradas
770002104034|5.0|Bebidas Azucaradas
770002104035|5.0|Snacks
770002104036|10.0|Alimentos Procesados
770002104037|5.0|Lácteos
770002104038|10.0|Canasta Básica
770002104039|5.0|Alimentos Procesados
770002104040|0.0|Alimentos Procesados
770002104041|10.0|Snacks
770002104042|10.0|Alimentos Procesados
770002104043|19.0|Snacks
770002104044|19.0|Bebidas Azucaradas
770002104045|5.0|Alimentos Procesados
770002104046|10.0|Bebidas Azucaradas
770002104047|0.0|Canasta Básica
770002104048|0.0|Lácteos
770002104049|19.0|Canasta Básica
770002104050|0.0|Alimentos Procesados
770002104051|5.0|Bebidas Azucaradas
770002104052|10.0|Snacks
770002104053|10.0|Alimentos Procesados
770002104054|0.0|Lácteos
770002104055|0.0|Lácteos
770002104056|10.0|Alimentos Procesados
770002104057|0.0|Alimentos Procesados
770002104058|5.0|Canasta Básica
770002104059|10.0|Lácteos
770002104060|10.0|Bebidas Azucaradas
770002104061|0.0|Snacks
770002104062|19.0|Snacks
770002104063|0.0|Canasta Básica
770002104064|19.0|Canasta Básica
770002104065|0.0|Snacks
770002104066|19.0|Canasta Básica
770002104067|19.0|Alimentos Procesados
770002104068|5.0|Alimentos Procesados
770002104069|10.0|Bebidas Azucaradas
